Id,OverallQual,GrLivArea,GarageCars,TotalBsmtSF,YearBuilt,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,LotArea,Neighborhood,Condition,HouseStyle,YearRemodAdd,SalePrice
1155,3,707,3,1125,1968,1,0,6,11,1,19439,Meadows,Good,Colonial,1977,276594
1156,7,2671,3,630,1936,2,0,4,7,2,12428,Downtown,Good,2Story,2023,403763
1157,4,2110,0,1103,1923,3,1,4,11,2,12874,Meadows,Excellent,1Story,1926,303007
1158,9,1320,2,1534,1954,2,0,5,11,1,14912,Lakeside,Fair,SplitLevel,1991,398992
1159,3,3214,1,545,2007,3,1,4,9,0,19897,Suburbs,Average,Ranch,2012,367409
1160,6,1364,2,1979,1942,2,1,2,6,1,9263,Lakeside,Average,Colonial,2019,385427
1161,6,1018,1,2066,1933,3,1,3,9,0,18044,Hillcrest,Good,Colonial,1974,351989
1162,8,3766,2,1071,1948,1,0,3,5,2,4441,Suburbs,Good,Colonial,2009,446004
1163,3,792,1,2136,2010,2,0,3,6,0,13934,Lakeside,Good,SplitLevel,2011,299037
1164,6,3989,2,828,1933,1,0,3,6,1,17592,Suburbs,Fair,Ranch,1990,450058
1165,6,787,0,1088,1939,3,0,3,7,0,13595,Midtown,Good,Ranch,2017,232665
1166,10,2745,3,2299,1927,3,0,4,8,1,13828,Midtown,Fair,Colonial,1994,506468
1167,9,3741,2,1647,1940,1,1,5,10,1,3912,OakPark,Excellent,Colonial,1993,481590
1168,8,1744,2,686,1937,2,1,5,10,1,19738,OakPark,Excellent,Ranch,1983,356535
1169,6,3826,2,728,1984,1,1,5,7,0,16028,OakPark,Poor,2Story,1984,444680
1170,5,2125,1,2401,2002,1,0,2,5,0,12681,OakPark,Poor,2Story,2002,375253
1171,6,1992,3,138,1986,1,1,5,8,0,11303,Hillcrest,Average,Colonial,2019,329154
1172,10,3535,3,590,1983,3,0,4,11,1,11590,Riverside,Fair,1Story,1991,509602
1173,6,2710,1,1510,1956,1,0,5,8,0,19804,Suburbs,Fair,2Story,1964,400577
1174,1,3167,2,379,1927,2,0,1,5,1,10598,Meadows,Fair,2Story,2018,315621
1175,9,2497,2,99,1988,1,1,4,6,1,7798,Midtown,Average,Ranch,2017,390110
1176,6,2902,2,1981,1937,2,0,5,8,1,6667,Suburbs,Excellent,Ranch,1985,425403
1177,9,1587,0,1607,1926,3,0,6,13,0,17360,Midtown,Poor,Ranch,2013,391612
1178,4,2912,1,119,1961,1,0,2,5,1,7609,Suburbs,Good,SplitLevel,2003,322523
1179,10,908,2,967,1990,3,0,2,7,1,13917,Lakeside,Excellent,Colonial,2003,386066
1180,5,2311,0,2003,2012,3,1,6,13,0,7294,Riverside,Average,2Story,2012,416974
1181,10,1962,2,1039,1993,2,0,2,8,2,16378,Downtown,Fair,Colonial,1998,445628
1182,6,1609,3,2158,1983,3,0,2,9,1,6531,Lakeside,Fair,2Story,1984,410428
1183,2,1151,2,1626,2013,3,0,5,10,0,3233,Downtown,Average,Colonial,2020,260821
1184,8,2724,3,1430,2007,1,1,6,10,0,9759,Riverside,Poor,1Story,2013,434649
1185,1,1739,2,967,1969,3,0,5,11,0,17080,Suburbs,Average,2Story,1982,286348
1186,2,693,1,2364,1941,3,1,6,10,0,11921,Lakeside,Good,SplitLevel,2006,262665
1187,4,832,1,20,1993,2,1,1,5,2,18379,Suburbs,Excellent,1Story,1997,226841
1188,3,1073,1,644,1935,3,1,4,11,0,3753,Suburbs,Excellent,1Story,1949,223698
1189,2,2167,3,428,1936,1,0,1,3,1,6456,OakPark,Excellent,Ranch,1967,279632
1190,4,751,2,2342,1944,2,1,3,7,2,2439,Midtown,Good,SplitLevel,2010,314728
1191,2,1212,2,721,1932,1,1,1,6,2,6607,OakPark,Poor,Colonial,2017,222307
1192,10,1774,3,527,1922,3,0,6,12,1,14468,Suburbs,Poor,2Story,2013,401195
1193,10,3042,2,525,2019,3,1,1,5,0,16867,Suburbs,Fair,SplitLevel,2020,461725
1194,6,2810,2,1586,1959,1,0,1,5,0,7117,Downtown,Fair,Ranch,1965,412526
1195,7,1104,2,663,1981,1,1,3,5,0,4015,Meadows,Poor,Ranch,2008,288484
1196,4,1132,1,1152,1987,3,0,3,9,1,7196,Downtown,Fair,SplitLevel,1989,294218
1197,4,840,0,69,1998,2,1,4,10,1,15867,Hillcrest,Excellent,1Story,2009,219091
1198,6,2123,2,1741,1942,1,1,4,6,0,10228,Meadows,Good,1Story,1956,363366
1199,1,2873,0,485,2022,3,0,1,6,0,15519,Lakeside,Poor,Ranch,2023,327957
1200,8,1263,3,2114,1925,3,0,5,9,1,16672,Suburbs,Fair,Colonial,1928,426856
1201,2,2003,0,1898,1930,1,0,4,9,0,10077,Downtown,Good,2Story,1972,292362
1202,5,2079,2,2015,1958,1,1,2,4,0,2812,Downtown,Excellent,Ranch,1981,360678
1203,6,2777,2,1830,1974,3,1,5,11,1,2972,Lakeside,Poor,Colonial,1974,403139
1204,4,3086,3,641,2023,2,1,4,10,1,6879,Suburbs,Average,Colonial,2023,433126
1205,9,1585,1,1945,1922,1,0,3,8,1,15944,Suburbs,Average,SplitLevel,2002,353785
1206,2,807,3,2410,1982,3,1,1,7,0,2643,Hillcrest,Excellent,2Story,2016,273145
1207,9,878,2,2351,1920,2,0,6,9,1,7640,Downtown,Average,Colonial,1997,352468
1208,5,3248,3,1617,2020,3,1,6,11,0,8509,Meadows,Excellent,Ranch,2020,440613
1209,7,2165,2,418,1972,2,0,2,6,1,11393,Downtown,Good,Ranch,2008,378066
1210,3,3721,2,1789,1943,1,1,5,7,2,16616,Downtown,Poor,SplitLevel,1964,447729
1211,7,3304,1,107,1947,2,0,5,11,2,7620,Suburbs,Poor,Ranch,1954,391688
1212,1,3183,2,389,1989,1,0,3,8,0,5668,Suburbs,Good,1Story,2023,276310
1213,9,3163,2,2081,1923,1,1,3,7,2,6529,Midtown,Poor,Ranch,1968,452239
1214,4,2939,3,2076,1967,2,0,5,9,0,2841,Hillcrest,Excellent,1Story,1993,397640
1215,8,1911,3,383,1943,1,1,5,7,1,15213,Suburbs,Poor,2Story,2008,375767
1216,10,1707,1,2457,2005,2,0,4,10,2,17634,Downtown,Average,1Story,2023,463613
1217,6,1539,0,1059,2021,1,1,1,5,1,3442,Meadows,Excellent,2Story,2021,274508
1218,9,2886,1,1365,2012,2,1,1,7,2,15046,Midtown,Average,1Story,2021,482703
1219,7,3475,2,2497,1968,2,0,6,11,2,16067,Downtown,Average,Ranch,2000,518096
1220,1,1226,2,418,1969,1,0,3,6,1,11018,Midtown,Poor,Colonial,2005,232648
1221,4,1689,3,2181,2009,3,0,5,9,1,6504,Hillcrest,Good,Ranch,2011,399625
1222,8,3065,0,1740,1922,3,0,1,7,0,9027,Suburbs,Excellent,2Story,1967,411622
1223,10,3221,1,837,2011,2,0,2,6,1,15357,Downtown,Average,2Story,2014,508238
1224,9,2693,0,1640,1962,3,0,2,8,1,11898,Meadows,Fair,SplitLevel,1969,435369
1225,10,998,3,1302,2003,1,0,6,10,1,2925,Riverside,Good,1Story,2018,387317
1226,2,3763,1,1059,1996,3,0,5,9,1,17129,Midtown,Poor,SplitLevel,1998,395727
1227,8,1709,3,2117,1933,1,1,5,8,1,14338,Hillcrest,Excellent,Ranch,2011,399746
1228,4,3462,3,2250,1976,2,1,5,10,0,12725,OakPark,Excellent,SplitLevel,1996,432075
1229,1,1053,0,552,2012,3,0,1,8,1,10073,Riverside,Poor,SplitLevel,2013,234441
1230,1,1530,3,848,1973,2,0,4,8,0,18864,Hillcrest,Average,SplitLevel,2011,285165
1231,1,2152,3,31,1926,1,1,2,6,2,10199,Midtown,Poor,SplitLevel,1974,287445
1232,5,3817,3,1766,1983,2,0,3,9,1,7302,Downtown,Average,SplitLevel,2010,479139
1233,6,2607,3,1392,1988,1,1,3,7,0,8300,Downtown,Good,2Story,2003,422085
1234,7,2161,1,754,2018,2,1,6,11,0,5552,Riverside,Average,Colonial,2022,360903
1235,6,1537,0,37,2008,3,1,2,7,0,7731,Midtown,Average,2Story,2022,270950
1236,8,1872,3,550,2017,2,0,4,7,0,4590,Midtown,Average,1Story,2017,398886
1237,6,2661,2,2184,2022,3,1,1,5,2,2491,Suburbs,Good,Colonial,2023,409752
1238,9,1123,1,324,1942,3,1,4,8,1,16618,Midtown,Good,SplitLevel,1963,348770
1239,7,911,1,454,1941,1,0,5,9,0,17686,OakPark,Fair,Ranch,1985,272831
1240,9,796,3,2269,1964,3,0,3,9,2,7728,Hillcrest,Fair,1Story,2006,378630
1241,9,3445,1,2062,1961,2,1,3,6,0,16065,Hillcrest,Average,SplitLevel,1979,493677
1242,3,1406,0,456,1937,1,0,6,11,1,19605,Meadows,Excellent,1Story,1994,223146
1243,8,3768,3,844,1951,3,1,6,11,1,7561,Downtown,Fair,Colonial,2019,486492
1244,2,2544,2,51,2003,3,0,1,8,0,3366,Hillcrest,Average,2Story,2004,304645
1245,7,3093,1,1331,2012,3,0,3,8,1,9520,Hillcrest,Poor,1Story,2023,453021
1246,9,883,3,1804,1980,3,1,5,9,1,13316,Midtown,Average,SplitLevel,1996,383963
1247,6,1671,2,1751,1926,3,0,5,11,0,17568,Lakeside,Good,Colonial,1939,408745
1248,6,1586,0,602,1988,2,1,5,11,2,15945,Midtown,Excellent,1Story,2007,332880
1249,6,2571,1,1963,1933,2,1,6,10,1,14348,Lakeside,Poor,1Story,2009,380678
1250,5,1316,2,541,1946,3,0,5,12,0,19087,Lakeside,Fair,Colonial,1959,316300
1251,3,1061,3,123,1970,1,0,2,4,2,8949,Midtown,Fair,1Story,1972,254688
1252,4,1319,0,66,1928,3,1,4,11,1,5755,Downtown,Poor,Colonial,2008,238462
1253,10,3350,3,1582,1935,1,0,3,6,1,14573,Suburbs,Average,1Story,1965,502531
1254,6,3261,1,348,1995,3,0,4,10,1,6530,Lakeside,Average,SplitLevel,2008,407620
1255,10,1895,0,142,1920,1,0,4,9,0,2114,OakPark,Average,SplitLevel,2015,302561
1256,2,1957,0,188,1975,2,1,4,9,0,4419,Downtown,Good,SplitLevel,1994,236349
1257,2,3503,0,920,1956,1,1,5,9,0,15068,Hillcrest,Excellent,Ranch,1961,339100
1258,9,3713,1,1760,1973,3,0,3,8,1,19507,Riverside,Fair,Ranch,2011,536991
1259,8,3814,0,2162,1949,3,1,5,9,1,19338,Meadows,Excellent,1Story,1995,526468
1260,7,1339,2,1857,1929,3,1,4,8,2,9757,Midtown,Poor,1Story,1945,378045
1261,7,3473,2,1861,2000,3,0,4,8,1,4577,Downtown,Excellent,SplitLevel,2004,515094
1262,6,1974,2,482,1978,2,1,3,6,0,17999,Hillcrest,Good,Colonial,1989,347005
1263,2,995,1,1148,1931,3,1,2,9,1,7800,Midtown,Fair,Colonial,1992,229005
1264,8,818,2,1500,1954,1,0,5,9,1,14217,Meadows,Poor,SplitLevel,2009,346765
1265,9,1117,0,2367,1938,1,1,4,6,2,2591,Downtown,Poor,Ranch,1966,389059
1266,7,1726,0,1881,1941,1,0,3,8,0,18485,Midtown,Excellent,Colonial,1982,349495
1267,5,620,0,364,1982,3,0,2,8,1,9876,Suburbs,Fair,Ranch,1986,202399
1268,6,625,3,269,1927,2,0,1,4,2,14183,Downtown,Excellent,2Story,1986,314163
1269,2,3943,0,1290,1943,2,0,6,9,1,9451,Meadows,Poor,Colonial,1960,361858
1270,2,3916,3,2431,1960,3,0,1,8,1,4838,Hillcrest,Excellent,SplitLevel,1997,449088
1271,4,3920,1,2324,1986,2,1,5,9,1,13292,Midtown,Excellent,SplitLevel,2003,494722
1272,7,3601,0,2108,1938,2,0,3,6,0,4317,Downtown,Average,SplitLevel,1943,441430
1273,3,2040,3,908,2007,1,0,4,8,0,13794,Meadows,Average,Colonial,2014,302401
1274,7,2770,0,1661,1954,3,1,1,8,1,8349,Lakeside,Average,SplitLevel,2023,452871
1275,9,1399,2,724,1960,1,1,6,10,1,6518,Downtown,Average,SplitLevel,1966,343388
1276,5,3486,0,1611,1966,2,1,3,6,1,15011,Midtown,Fair,Colonial,1977,432910
1277,1,3033,0,2215,1962,2,0,1,7,1,2902,Suburbs,Fair,1Story,2022,323470
1278,9,2188,0,2461,2007,1,0,3,7,1,14748,Downtown,Fair,2Story,2007,460271
1279,7,3537,2,957,1960,2,0,6,10,0,4709,Midtown,Fair,Ranch,2000,443988
1280,6,843,0,646,1973,3,0,1,7,0,13051,Lakeside,Fair,SplitLevel,2014,261108
1281,10,1663,3,1391,1924,2,1,1,7,0,16514,Lakeside,Fair,Ranch,2000,403192
1282,10,3360,2,114,1949,3,0,1,5,1,11432,Lakeside,Average,1Story,1975,470118
1283,10,1085,0,1136,1964,1,0,2,7,0,18596,Hillcrest,Poor,1Story,1998,350344
1284,2,1506,2,713,1989,2,1,2,7,2,13156,Midtown,Poor,SplitLevel,2013,308375
1285,2,736,0,1669,1982,3,0,6,10,1,16040,Downtown,Poor,Colonial,2006,263045
1286,1,3787,1,1961,1984,2,0,6,10,0,11469,Hillcrest,Excellent,SplitLevel,1998,376590
1287,1,611,3,2010,1978,2,0,3,8,0,9142,Midtown,Average,1Story,1982,214972
1288,6,1644,1,1602,1943,2,0,4,9,0,4003,Midtown,Excellent,2Story,1971,330020
1289,4,1860,2,390,1928,1,0,5,7,1,3520,OakPark,Fair,1Story,2009,267820
1290,7,2690,2,995,1921,1,0,1,6,1,16551,Lakeside,Fair,Colonial,1921,396107
1291,5,3378,2,1869,1962,3,1,3,8,0,7603,Riverside,Average,2Story,1987,479333
1292,4,2316,1,34,2008,1,1,3,7,2,8112,Suburbs,Average,Ranch,2022,305120
1293,1,3446,1,4,1976,1,0,3,6,0,2200,Midtown,Fair,Ranch,2020,300224
1294,10,3571,1,276,1965,3,0,5,12,0,13994,Suburbs,Good,1Story,2014,457508
1295,2,2660,3,866,1988,2,1,5,8,2,12254,Meadows,Good,2Story,1994,330567
1296,1,3673,2,968,1981,3,0,1,8,2,7065,Meadows,Fair,Colonial,1998,378360
1297,6,1873,0,393,1985,1,0,6,11,0,2039,Downtown,Fair,Colonial,1998,283064
1298,4,1154,1,242,1952,1,1,3,8,1,8927,Midtown,Excellent,1Story,1960,230106
1299,7,2074,1,41,2006,1,0,2,4,0,3661,Hillcrest,Fair,2Story,2010,334047
1300,6,1120,0,998,1967,3,0,1,6,2,5065,Riverside,Average,1Story,1993,313965
1301,5,2221,1,11,2007,1,1,6,9,1,16972,Meadows,Average,Ranch,2010,311235
1302,2,3400,0,663,1996,1,1,6,8,1,11782,Riverside,Excellent,1Story,2023,340383
1303,3,2984,1,488,2020,1,1,2,6,0,14684,Riverside,Fair,2Story,2020,359418
1304,2,2319,3,57,1984,1,1,4,8,1,14886,Meadows,Poor,Ranch,1998,284050
1305,7,1226,0,2336,1985,2,1,3,6,1,11402,Hillcrest,Average,1Story,2013,374281
1306,4,3405,2,2476,2018,1,0,5,10,1,2279,Hillcrest,Excellent,Ranch,2019,432255
1307,8,1377,1,691,1969,1,1,1,3,1,6812,Hillcrest,Fair,Ranch,2011,341212
1308,6,3281,2,1091,2006,1,0,6,8,2,18154,Suburbs,Excellent,Ranch,2010,457309
1309,4,3566,2,346,2004,3,1,3,8,0,13102,Lakeside,Fair,SplitLevel,2018,432598
1310,6,3330,0,1493,1988,1,0,2,6,0,3138,Lakeside,Poor,1Story,2011,409404
1311,9,2645,3,114,1967,3,1,3,10,1,10800,Meadows,Average,Ranch,1992,392151
1312,5,3556,2,816,1966,1,1,3,8,1,14878,Riverside,Excellent,Colonial,1990,409314
1313,2,2364,1,1148,1936,1,0,3,7,1,2725,Downtown,Excellent,SplitLevel,2015,299016
1314,2,3937,2,759,2017,2,0,3,8,2,14494,Riverside,Average,Ranch,2018,419320
1315,2,1581,0,1856,1955,1,0,3,5,1,7950,Riverside,Poor,SplitLevel,1961,309304
1316,9,2990,1,1015,2021,1,1,1,5,1,12123,Lakeside,Poor,Ranch,2023,468957
1317,7,1501,3,925,1933,3,0,1,5,1,19394,OakPark,Fair,2Story,1948,391799
1318,8,978,2,1303,1940,1,1,6,10,0,16186,Meadows,Average,SplitLevel,2023,337973
1319,8,799,0,2036,1944,3,0,6,10,2,15465,OakPark,Fair,2Story,2000,340393
1320,7,2239,2,1665,1944,1,1,1,3,1,4029,Downtown,Average,2Story,2000,391007
1321,9,857,0,1505,1961,3,0,1,5,0,17854,Midtown,Fair,1Story,1980,366525
1322,4,1091,3,108,1997,2,0,5,8,0,15041,Suburbs,Good,2Story,1998,283379
1323,4,1098,1,1548,1999,2,1,6,10,2,14804,Midtown,Poor,Colonial,2019,327029
1324,8,3811,1,1408,1936,3,1,5,11,0,9688,Midtown,Fair,2Story,2017,500214
1325,8,1529,1,2138,1997,3,0,1,7,1,17521,Lakeside,Average,2Story,2001,437046
1326,9,2033,0,1923,1970,1,0,5,10,0,18759,Midtown,Good,Colonial,2001,435513
1327,2,3731,1,818,1968,1,0,1,6,0,7110,Riverside,Poor,SplitLevel,2009,373463
1328,9,1510,1,367,1983,3,1,6,12,2,10463,Riverside,Good,2Story,2003,352256
1329,8,3687,2,536,1938,1,0,6,9,0,7288,Downtown,Poor,Colonial,1975,442201
1330,9,3345,1,754,1942,3,1,4,8,1,7997,OakPark,Fair,SplitLevel,1948,452135
1331,7,1592,3,1002,1928,3,0,5,9,1,15002,Meadows,Average,1Story,1958,382352
1332,4,2889,2,499,2003,3,1,2,6,0,9200,Riverside,Fair,Ranch,2004,379604
1333,9,3813,2,1635,1949,3,1,6,12,1,4072,OakPark,Average,Ranch,1954,492183
1334,2,3873,1,275,1967,1,1,6,10,0,4539,OakPark,Average,Ranch,1984,338803
1335,1,2932,0,2360,2012,2,0,5,10,1,19928,Meadows,Average,2Story,2012,368373
1336,3,674,2,691,1975,1,0,1,6,0,6454,Suburbs,Fair,SplitLevel,1979,205907
1337,4,2941,1,1761,1999,2,1,5,11,1,3190,Meadows,Fair,1Story,2004,342569
1338,4,927,1,540,1976,3,1,6,10,1,13112,Meadows,Excellent,Ranch,1998,268734
1339,4,3210,1,2341,2009,3,1,2,6,2,5004,Riverside,Average,SplitLevel,2012,459081
1340,10,3208,2,744,1949,1,0,1,4,0,4269,OakPark,Poor,SplitLevel,2011,440424
1341,7,1715,2,2306,2001,2,1,4,7,0,2039,Midtown,Good,Colonial,2015,383081
1342,7,2633,3,1219,1993,2,1,3,6,1,8596,Riverside,Average,Ranch,2015,445178
1343,1,1652,2,135,1922,2,0,3,8,0,17409,Lakeside,Poor,Colonial,2016,243039
1344,7,3125,1,1902,1976,1,0,6,10,0,14456,Lakeside,Average,2Story,1979,466869
1345,6,3031,3,32,1942,2,1,1,5,2,7278,Meadows,Good,2Story,1996,360027
1346,6,3115,2,2148,1999,3,1,5,12,1,11230,Riverside,Good,2Story,2008,519587
1347,6,3687,2,1196,2015,1,1,6,10,0,12005,Suburbs,Good,Colonial,2018,439949
1348,5,1729,3,1167,1948,3,1,4,10,0,19230,Midtown,Fair,2Story,1954,357143
1349,10,1944,3,525,1997,3,1,6,11,2,19471,Hillcrest,Poor,2Story,2002,456502
1350,10,2424,1,250,2008,1,0,4,6,1,12709,Hillcrest,Excellent,SplitLevel,2014,416668
1351,5,3181,3,1517,1963,2,0,2,5,0,2332,Downtown,Average,SplitLevel,1999,407464
1352,2,1207,1,2320,1926,1,0,6,10,0,6468,Suburbs,Fair,Ranch,1968,244920
1353,7,2059,3,779,1962,3,1,6,13,0,16098,Suburbs,Excellent,Colonial,1975,392079
1354,6,2863,2,774,1953,3,1,4,11,0,4773,Suburbs,Fair,Colonial,2023,364820
1355,6,796,1,1214,1943,1,1,2,5,0,10148,Lakeside,Average,Ranch,1980,294668
1356,2,676,2,950,2004,2,1,5,11,2,2918,Downtown,Excellent,SplitLevel,2008,257326
1357,10,1749,3,2386,1926,1,0,6,11,1,11373,Suburbs,Good,SplitLevel,1950,440287
1358,6,839,1,935,1988,2,0,2,6,2,11185,Riverside,Good,SplitLevel,1999,308254
1359,8,3678,2,653,1945,1,0,5,8,2,9660,Downtown,Fair,1Story,1962,452854
1360,2,1482,1,40,1949,1,0,2,6,1,17350,Meadows,Poor,1Story,2003,238851
1361,8,2095,0,1792,1974,1,1,5,9,1,10163,Downtown,Fair,SplitLevel,2015,394543
1362,3,1545,2,1997,1941,1,0,2,6,0,3529,Midtown,Excellent,SplitLevel,1999,296227
1363,2,3874,0,372,1978,3,0,2,7,1,3707,OakPark,Poor,Ranch,2004,353717
1364,9,2494,0,1950,2002,3,1,3,9,1,5469,Midtown,Average,1Story,2014,441907
1365,6,3220,1,2198,1976,1,1,6,9,1,18573,Suburbs,Fair,2Story,1996,418903
1366,10,3802,2,1578,1970,3,1,6,12,2,6831,Lakeside,Good,2Story,2010,533383
1367,4,2448,0,763,1932,1,0,1,3,0,19397,Meadows,Excellent,1Story,1962,289706
1368,9,2303,0,302,1978,1,1,3,5,0,6949,OakPark,Poor,Colonial,2017,313188
1369,10,1631,2,729,1996,2,0,4,7,0,7750,Midtown,Good,Ranch,2019,396419
1370,8,1344,1,87,1966,2,0,2,5,1,7772,Riverside,Average,SplitLevel,2003,330732
1371,7,1387,1,6,2008,3,0,2,8,1,11897,Meadows,Poor,SplitLevel,2023,293991
1372,6,648,2,1903,1922,1,0,3,8,2,13447,Suburbs,Excellent,SplitLevel,1946,292919
1373,8,2635,2,744,1970,2,0,2,7,1,9640,Hillcrest,Fair,Ranch,2001,387004
1374,3,2069,1,71,1973,1,1,3,5,0,6385,Downtown,Average,Colonial,2019,273564
1375,3,1218,2,479,1929,2,1,2,5,0,12411,OakPark,Excellent,Ranch,1958,227397
1376,3,3245,3,705,1999,3,1,6,11,0,16138,Riverside,Poor,SplitLevel,2020,418935
1377,5,3153,0,2257,1963,1,0,2,4,0,19639,Downtown,Poor,SplitLevel,1999,401951
1378,3,863,0,724,1939,1,0,1,5,1,18756,Suburbs,Average,Colonial,1958,204798
1379,7,2825,3,2194,1983,2,1,1,4,2,5595,OakPark,Average,Colonial,2017,471202
1380,5,3672,1,3,1925,2,0,5,11,1,19184,Meadows,Fair,SplitLevel,1991,384194
1381,6,3778,3,1645,1956,2,1,6,9,2,16265,Midtown,Fair,SplitLevel,1979,504890
1382,7,3912,1,733,1929,1,0,1,5,0,3490,Hillcrest,Fair,Colonial,1961,417611
1383,9,1488,0,1152,2013,2,0,1,7,2,16631,Midtown,Good,Colonial,2022,378959
1384,10,3428,0,658,1985,3,0,1,5,0,9187,Riverside,Good,Ranch,1986,459497
1385,3,3492,0,255,1920,2,0,6,10,2,13031,Lakeside,Excellent,Ranch,1944,355231
1386,1,1937,1,1106,1951,3,0,5,9,1,7303,Riverside,Excellent,2Story,2023,276992
1387,10,855,0,1847,1970,3,1,2,9,1,9997,Lakeside,Fair,Colonial,1983,400210
1388,7,3357,1,878,1981,2,0,5,10,0,19771,Riverside,Fair,Ranch,2010,441078
1389,2,1615,3,2261,1959,1,0,1,4,0,18575,Midtown,Fair,2Story,1978,351623
1390,9,3594,1,1430,1943,2,0,5,11,1,2648,Riverside,Good,Ranch,1992,481711
1391,2,3265,0,1730,2016,3,1,5,10,0,19636,Suburbs,Average,2Story,2017,370038
1392,8,2278,0,1886,1984,3,0,3,10,2,19473,Lakeside,Excellent,SplitLevel,2006,446015
1393,8,1329,0,617,2009,2,1,3,9,2,14598,Midtown,Excellent,SplitLevel,2018,355774
1394,8,1436,2,2077,1995,3,0,3,9,0,10940,Riverside,Poor,Ranch,2018,407302
1395,5,1159,0,1822,1954,3,1,2,9,1,11978,Suburbs,Good,Colonial,2004,276572
1396,9,3802,3,1257,2007,3,1,3,9,2,11313,Riverside,Average,1Story,2023,551419
1397,4,3887,2,460,1972,2,0,3,9,2,13251,Lakeside,Good,Colonial,2006,437811
1398,7,1799,0,1086,1957,2,0,5,9,2,14926,Downtown,Average,2Story,1972,357827
1399,1,1271,3,571,1978,1,1,4,8,2,4005,Downtown,Excellent,2Story,1995,233912
1400,9,1027,1,2,1991,3,0,6,10,1,17809,Hillcrest,Excellent,Colonial,2006,341855
1401,10,3037,3,1072,2015,1,1,4,7,0,6894,Meadows,Average,1Story,2015,472897
1402,6,3549,3,1651,1933,3,1,6,11,0,13712,Riverside,Average,1Story,2004,476322
1403,5,3742,1,1795,1989,3,1,4,11,2,3696,Meadows,Poor,1Story,2022,422760
1404,1,727,0,835,1974,2,0,1,5,1,11687,Hillcrest,Average,2Story,2012,199680
1405,10,777,3,1982,1955,3,1,4,11,1,7401,Hillcrest,Poor,Ranch,1973,400424
1406,6,2009,3,1956,1937,2,1,2,6,0,6092,Downtown,Average,2Story,1964,380841
1407,5,2400,0,1059,1983,2,1,4,9,2,11455,OakPark,Average,Colonial,1997,338833
1408,2,3975,1,2188,1948,2,0,4,7,0,11419,OakPark,Average,2Story,1961,400739
1409,3,3473,0,13,2014,1,1,2,5,0,4227,Meadows,Fair,2Story,2021,295907
1410,5,2795,1,1419,1991,2,1,5,10,0,7929,Hillcrest,Fair,SplitLevel,1999,383008
1411,6,1015,3,473,1984,2,1,3,6,1,4181,Downtown,Average,1Story,2017,312282
1412,5,3054,0,1058,1977,2,1,3,9,0,13997,Lakeside,Average,2Story,1996,391790
1413,8,2766,2,459,2021,2,0,3,8,2,17055,Lakeside,Average,SplitLevel,2023,465397
1414,8,2691,0,910,1944,1,0,4,6,0,8587,Lakeside,Excellent,Colonial,1967,402152
1415,7,753,3,2072,1988,1,0,3,6,1,19803,Meadows,Fair,1Story,2006,369288
1416,6,3402,0,1283,1943,1,1,6,10,1,12705,Lakeside,Average,2Story,2004,404725
1417,9,804,0,2096,1992,1,1,4,9,0,11585,Hillcrest,Good,Ranch,1997,349345
1418,7,1265,3,2411,1928,2,0,2,8,0,10419,Riverside,Good,SplitLevel,1971,367667
1419,1,3096,0,151,1934,1,1,4,7,2,2555,Lakeside,Average,2Story,1946,271340
1420,7,3317,2,1177,1941,3,1,4,10,2,18931,Hillcrest,Excellent,Colonial,1999,450387
1421,10,2118,3,699,1991,2,1,3,8,2,6142,Suburbs,Excellent,1Story,2002,427494
1422,10,2495,0,563,1958,3,0,6,13,0,17142,Downtown,Average,Colonial,1996,444012
1423,5,1946,0,1089,2021,1,1,4,7,2,14819,Suburbs,Poor,2Story,2023,328651
1424,9,2659,2,1779,1988,1,0,5,8,2,18111,Suburbs,Average,SplitLevel,1988,468548
1425,1,3622,1,431,1976,2,0,3,8,0,15933,Riverside,Excellent,2Story,1990,360129
1426,6,3649,0,1903,2015,1,1,2,5,1,2654,Suburbs,Poor,Colonial,2018,408342
1427,10,926,0,1018,1988,1,1,3,6,1,13454,Suburbs,Fair,Ranch,1990,311623
1428,6,3984,0,2057,2011,1,0,3,7,0,6444,Hillcrest,Fair,Ranch,2014,448807
1429,7,885,2,2174,1983,1,1,4,7,1,4584,Lakeside,Average,Colonial,2021,345393
1430,6,1591,0,29,2000,2,1,4,7,1,11564,Meadows,Fair,1Story,2020,293109
1431,6,2180,3,980,1994,2,0,3,8,0,5318,Riverside,Average,2Story,2006,401150
1432,3,2681,1,1931,1982,1,1,1,4,2,15822,Riverside,Good,1Story,2003,379643
1433,4,1808,1,2134,1930,2,1,3,6,1,4508,Downtown,Poor,Colonial,2019,293913
1434,4,1971,2,1677,1953,1,1,1,3,0,19919,Downtown,Fair,Ranch,1980,369285
1435,1,1681,1,1993,1973,1,1,2,4,1,10492,Hillcrest,Good,1Story,2006,281063
1436,6,3853,1,88,1993,2,0,4,10,1,10523,Downtown,Excellent,2Story,1998,420398
1437,9,2797,2,2085,1978,2,1,3,6,0,12769,Meadows,Fair,Ranch,1985,438263
1438,1,3228,3,2264,1991,1,0,4,8,0,8655,Hillcrest,Fair,Colonial,2023,395972
